,Ensemble,logModel,knn5,knnsqrtn,gradientdeci,gradientdeka,preciseTree,recallTree,preciseForest,recallForest
0,0.21559512137912384,0.05037391369308573,0.2,0.2962962962962963,0.08749173317268075,1.0,0.08112449799196787,1.0,0.14111451533250108,0.12010416666666668
1,0.19404234655983996,0.06535574038485964,0.2,0.19753086419753085,0.056000061109551705,1.0,0.08112449799196787,0.0,0.09696318522157786,0.04026315789473684
2,0.19612851728621095,0.014090792405788885,0.4,0.19753086419753085,0.0444678521020879,1.0,0.08112449799196787,0.0,0.0782604827546465,0.02026315789473684
3,0.20112997131099863,0.10647600408125794,0.2,0.18518518518518517,0.05171164567869748,1.0,0.08112449799196787,0.0,0.11391098479557873,0.01637426900584795
4,0.1676998666617585,0.09852152767049606,0.0,0.1111111111111111,0.06216126669106286,1.0,0.08112449799196787,0.0,0.09489584703728306,0.045
5,0.17405237727990197,0.05697675181554801,0.0,0.2222222222222222,0.048000803925771524,1.0,0.08112449799196787,0.0,0.09685626409064328,0.04029172932330827
6,0.1969829715005268,0.05222670466877308,0.2,0.1728395061728395,0.07700230023981978,1.0,0.08112449799196787,0.0,0.10430913521748231,0.04593631806789701
7,0.19673087702058792,0.080174388449356,0.0,0.1728395061728395,0.11911704197801988,1.0,0.08112449799196787,0.0,0.15770106748165705,0.1052454623013679
8,0.3873609714247398,0.10554085162140461,0.0,0.1728395061728395,0.31799907448784487,1.0,1.0,1.0,0.30417925110231564,0.505
9,0.20022313699462388,0.07766044666714877,0.2,0.18518518518518517,0.05640428237984774,1.0,0.018867924528301886,0.0,0.13959333469001808,0.07524017467248909
10,0.3024484915202815,0.47982487760955317,0.2,0.25925925925925924,0.35221100109250414,1.0,0.3043032786885246,0.0,0.1806191217035171,0.135
11,0.18700760332045344,0.52437003388967,0.0,0.25925925925925924,0.322504458117122,0.0,0.3043032786885246,0.0,0.16422530483635242,0.085
12,0.0760006749955678,0.18942810867659987,0.0,0.14814814814814814,0.19644221482129096,0.0,0.2323943661971831,0.0,0.09646898085442054,0.06522285714285714
13,0.211246202120616,0.6609205892420449,0.0,0.12345679012345678,0.28901253805623767,0.0,0.3043032786885246,1.0,0.2358722307575819,0.23507999999999998
14,0.3476450721607105,0.6462187080083082,0.2,0.20987654320987653,0.2680419116786301,1.0,0.3043032786885246,0.0,0.14227093093182325,0.085
15,0.27014520773661005,0.5183989056677881,0.0,0.20987654320987653,0.22402468716355387,1.0,0.2323943661971831,0.0,0.16388343776969774,0.09893396196762533
16,0.20395988704109344,0.48565702475278627,0.0,0.20987654320987653,0.32109993020297567,0.0,0.3043032786885246,0.0,0.1860756251473086,0.12
17,0.4749545538842499,0.5565046689322746,0.4,0.16049382716049382,0.6102987008040598,0.0,0.3043032786885246,1.0,0.4551811835771691,0.59008
18,0.6174359052560852,0.6170735738529227,0.4,0.16049382716049382,0.7730681054115431,1.0,1.0,1.0,0.6638407682491305,0.8650800000000001
19,0.16414886636124132,0.5909172174969475,0.0,0.14814814814814814,0.2264151884447947,0.0,0.2323943661971831,0.0,0.1499217393552305,0.09841333333333332
20,0.5827676986167337,0.3528510135022713,0.4,0.345679012345679,0.3586583911995087,1.0,0.21788772597526165,1.0,0.5200076653947687,0.775
21,0.32573517349854664,0.2695394275345898,0.2,0.2345679012345679,0.2602841867572432,0.0,0.3043032786885246,1.0,0.2817419180179328,0.2503662948931558
22,0.24213005578862004,0.07665767396537643,0.2,0.12345679012345678,0.20334799343183285,0.0,0.2323943661971831,0.0,0.19713309369908097,0.26036629489315577
23,0.2182871406170954,0.4014679640293278,0.2,0.12345679012345678,0.32138806938143044,0.0,0.21788772597526165,0.0,0.2700871325880936,0.291022583049444
24,0.44989061617248916,0.38981045422690164,0.2,0.16049382716049382,0.2719027461778547,1.0,0.21788772597526165,0.0,0.27324450046928705,0.32534718948085284
25,0.39870557677385243,0.3794560350331558,0.2,0.2962962962962963,0.16713637305964152,1.0,0.2323943661971831,0.0,0.23908598008913795,0.3061004218772828
26,0.2202427282537796,0.35166936066813165,0.2,0.1728395061728395,0.3278308525075392,0.0,0.21788772597526165,1.0,0.32643578720242417,0.33137333406294084
27,0.4976607196132188,0.3055035523051025,0.8,0.20987654320987653,0.48218186359236437,0.0,0.21788772597526165,1.0,0.5133577961511727,0.7603174603174603
28,0.632741842157561,0.4231915543990701,0.8,0.20987654320987653,0.6859807337954672,1.0,1.0,1.0,0.6019176276619699,0.84
29,0.39863436600611885,0.31530956064053645,0.4,0.18518518518518517,0.22756034252221216,0.0,0.2323943661971831,1.0,0.39018010607072173,0.68
30,0.6044441580830182,0.3765459743581904,0.4,0.25925925925925924,0.6685495845441015,1.0,0.3043032786885246,1.0,0.6855626310276551,0.85
31,0.5402752308237971,0.4194389366067999,0.4,0.19753086419753085,0.7633357430439803,0.0,0.3043032786885246,1.0,0.6409621414226356,0.82
32,0.18238885277579653,0.14601123444738595,0.6,0.19753086419753085,0.29383312081487256,0.0,0.2323943661971831,0.0,0.2243559340441395,0.205
33,0.5081680998640707,0.572655129796678,0.2,0.16049382716049382,0.7015904064680535,0.0,0.3043032786885246,1.0,0.6405096469201769,0.83
34,0.6441943911553112,0.5595709000882817,0.4,0.16049382716049382,0.60962651825678,1.0,0.3043032786885246,1.0,0.6565019263532664,0.845
35,0.6212699909620402,0.40754510660893534,0.4,0.18518518518518517,0.6014465562690438,1.0,0.2323943661971831,1.0,0.6373495945524734,0.85
36,0.5329039723071634,0.3565823129820256,0.4,0.18518518518518517,0.7706981279763253,0.0,0.3043032786885246,1.0,0.6643179661075537,0.825
37,0.5598339521206177,0.45420591563654805,0.4,0.16049382716049382,0.7934371783982561,0.0,0.3043032786885246,1.0,0.7528955325362557,0.88
38,0.6421218504641418,0.5260631915053953,0.4,0.16049382716049382,0.879768300625432,1.0,1.0,1.0,0.7946459621386687,0.895
39,0.2941054223784642,0.4769501504219557,0.4,0.19753086419753085,0.5933465225230884,0.0,0.2323943661971831,0.0,0.29653737160671445,0.23
40,0.55080274819879,0.2778432095206127,0.4,0.25925925925925924,0.3300890773274705,1.0,0.21788772597526165,1.0,0.47171762579711496,0.755
41,0.2319814010934754,0.272602547072702,0.6,0.3333333333333333,0.34549950971025895,0.0,0.21788772597526165,0.0,0.18191757986819224,0.09544319553723826
42,0.07920128541561663,0.0737939136060803,0.0,0.12345679012345678,0.22152456280189642,0.0,0.16363636363636364,0.0,0.12804766898179146,0.03544319553723825
43,0.1709143127623557,0.4076236653468765,0.0,0.2222222222222222,0.3156572814456129,0.0,0.21788772597526165,0.0,0.1720556401781691,0.04627652887057158
44,0.26130758767168033,0.3825448461515399,0.0,0.12345679012345678,0.28051498562812816,1.0,0.21788772597526165,0.0,0.14760340151538504,0.11050451907935893
45,0.29239224779062195,0.33076304816470575,0.2,0.2839506172839506,0.23732804987948822,1.0,0.16363636363636364,0.0,0.19225484093439932,0.10586000257884659
46,0.17554301823181084,0.2514157201828206,0.2,0.1728395061728395,0.29521567036356855,0.0,0.21788772597526165,0.0,0.19873245210130328,0.0755
47,0.29782242020664196,0.27834337622084987,0.4,0.19753086419753085,0.657928753407317,0.0,0.21788772597526165,0.0,0.38287843889006445,0.4751176470588236
48,0.6093281319576708,0.3884109744592059,0.6,0.19753086419753085,0.8010969266594768,1.0,1.0,1.0,0.6077311675728194,0.8151176470588236
49,0.1642758826196041,0.31580980505360917,0.2,0.09876543209876543,0.2810604354347932,0.0,0.16363636363636364,0.0,0.16037464630791318,0.05035782173131262
50,0.2954968994177243,0.24378604826746444,0.4,0.25925925925925924,0.2568343511898825,1.0,0.3043032786885246,0.0,0.1778931088715623,0.10178607340372046
51,0.1575684649014096,0.30212954325785735,0.0,0.2222222222222222,0.27871855223366726,0.0,0.3043032786885246,0.0,0.14236685835327456,0.07333333333333333
52,0.060230888742151004,0.07981685574597142,0.0,0.09876543209876543,0.17288406895588904,0.0,0.2323943661971831,0.0,0.12602492245747665,0.04858488612836439
53,0.2087719041335347,0.4417079226705832,0.2,0.14814814814814814,0.2540928303430603,0.0,0.3043032786885246,0.0,0.206454098604042,0.21833333333333335
54,0.28087344369134226,0.4028818589224134,0.2,0.12345679012345678,0.2291651507257391,1.0,0.3043032786885246,0.0,0.17262874581999188,0.085
55,0.27354583833088536,0.2700788520989124,0.0,0.2839506172839506,0.17898677213854527,1.0,0.2323943661971831,0.0,0.17901616429775,0.1790100529100529
56,0.1773922949351142,0.2645314000514553,0.2,0.24691358024691357,0.2867099342626203,0.0,0.3043032786885246,0.0,0.17008826344067324,0.15407048407496837
57,0.44531145510212256,0.32535277569005566,0.4,0.14814814814814814,0.5273677210313773,0.0,0.3043032786885246,1.0,0.5034501318694369,0.7483333333333333
58,0.5795685338925631,0.3951663130914884,0.4,0.14814814814814814,0.6799956714957855,1.0,1.0,1.0,0.6215038001691481,0.855108695652174
59,0.14076369343342218,0.33349329389870247,0.0,0.1728395061728395,0.21920955446890256,0.0,0.2323943661971831,0.0,0.17311361670493416,0.11121980676328501
